;news_id;news_title;news_link;news_subtit;news_title_en;polarity;subjectivity;LV;EP;20M;PAV;ARA;PA;EM;LR;ABC
0;LV;Puigdemont, citado el próximo viernes 17 de noviembre para examinar su entrega a España;http://www.lavanguardia.com/politica/20171106/432676971813/puigdemont-citado-viernes-17-noviembre-bruselas.html;;Puigdemont, quoted next Friday, November 17 to examine its delivery to Spain;0.0;0.0;[0, 0, 0];[1, 64, 64];[0, 0, 0];[1, 61, 61];[0, 0, 0];[0, 0, 0];[1, 63, 63];[0, 0, 0];[1, 77, 0]
1;LV;Puigdemont en ‘The Guardian’: “Esto ya no va de Catalunya, va de democracia”;http://www.lavanguardia.com/politica/20171106/432679733887/puigdemont-the-guardian-catalunya-democracia.html;;"Puigdemont in 'The Guardian': ""This is no longer in Catalonia, it's about democracy""";0.0;0.0;[0, 0, 0];[0, 0, 0];[1, 62, 62];[2, 125, 62];[1, 67, 67];[0, 0, 0];[1, 64, 64];[0, 0, 0];[2, 150, 0]
2;LV;La Fiscalía belga confirma que pactó con Puigdemont su entrega este domingo;http://www.lavanguardia.com/politica/20171106/432676310037/fiscalia-belgica-puigdemont-pacto-entrega-domingo.html;;The Belgian Prosecutor's Office confirms that it agreed with Puigdemont for its delivery this Sunday;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 77, 0]
3;LV;Maza ve “fundamentos de sobra” para que Bélgica extradite a Puigdemont;http://www.lavanguardia.com/politica/20171106/432684902288/maza-belgica-extradite-puigdemont.html;;"Maza sees ""fundamentals to spare"" for Belgium to extradite Puigdemont";0.0;0.0;[0, 0, 0];[1, 66, 66];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 77, 0]
4;LV;Junqueras alega que la cárcel lesiona su derecho de participar en el 21-D;http://www.lavanguardia.com/politica/20171106/432679050104/junqueras-recurso-carcel-lesiona-derecho-participar-elecciones-catalanas-21d.html;;Junqueras alleges that the prison damages his right to participate in the 21-D;0.2857;0.5357;[0, 0, 0];[0, 0, 0];[1, 78, 78];[0, 0, 0];[0, 0, 0];[1, 72, 72];[1, 89, 89];[0, 0, 0];[0, 0, 0]
5;LV;Al límite: o gana España o gana la independencia;http://www.lavanguardia.com/politica/20171106/432657650118/en-diagonal-21d-independencia-espana-catalunya.html;;To the limit: either Spain wins or independence gains;0.3;0.2;[0, 0, 0];[1, 62, 62];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
6;LV;La comisión sobre el modelo territorial se constituirá el 15-N;http://www.lavanguardia.com/politica/20171106/432680791635/comision-modelo-territorial-15-de-noviembre.html;;The commission on the territorial model will be constituted on 15-N;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
7;LV;Un manifiesto pide incluir un referéndum pactado en los programas del 21-D;http://www.lavanguardia.com/politica/20171106/432678688678/manifiesto-150-catalanes-referendum-elecciones-21d.html;;A manifesto asks to include a referendum agreed in the 21-D programs;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
8;LV;El PP “desdeña” la huida de Puigdemont y no duda de que Bélgica lo entregará;http://www.lavanguardia.com/politica/20171106/432679049362/pp-desden-huida-puigdemont-bruselas-extradicion.html;;"The PP ""disdains"" the flight of Puigdemont and does not doubt that Belgium will deliver";0.0;0.0;[0, 0, 0];[2, 124, 62];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[2, 148, 0]
9;LV;Fachin dimite como secretario general de Podemos en Catalunya;http://www.lavanguardia.com/politica/20171106/432675867349/albano-dante-fachin-dimite-podem.html;;Fachin resigns as general secretary of Podemos in Catalonia;0.05;0.5;[0, 0, 0];[0, 0, 0];[1, 79, 79];[1, 64, 64];[1, 73, 73];[1, 75, 75];[0, 0, 0];[0, 0, 0];[0, 0, 0]
10;LV;El consejo ciudadano de Podem crea una gestora tras la marcha de Fachin;http://www.lavanguardia.com/politica/20171106/432682941938/consejo-ciudadano-podem-gestora-fachin.html;;The Citizen Council of Podem creates a manager after the departure of Fachin;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 62, 62];[0, 0, 0];[0, 0, 0];[1, 71, 0]
11;LV;ERC tiende la mano a Fachin y deja abierta la puerta a la lista unitaria;http://www.lavanguardia.com/politica/20171106/432677272015/erc-albano-dante-fachin-cup.html;;ERC reaches out to Fachin and leaves the door open to the unitary list;0.0;0.5;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 66, 66];[0, 0, 0];[1, 71, 71];[0, 0, 0];[0, 0, 0]
12;LV;Así reacciona Santamaría cuando le preguntan sobre el ‘president Puigdemont’;http://www.lavanguardia.com/politica/20171106/432681606152/santamaria-puigdemont-expresidente.html;;This is how Santamaría reacts when asked about 'President Puigdemont';0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 74, 74];[0, 0, 0];[0, 0, 0];[1, 77, 0]
13;LV;“Las acusaciones sobre Suiza son absurdas. Es pura matemática”;http://www.lavanguardia.com/politica/20171106/432679524859/barcenas-abogado-gurtel-dinero-suiza.html;;"""The accusations about Switzerland are absurd. It's pure mathematics """;-0.1429;0.75;[0, 0, 0];[0, 0, 0];[1, 62, 62];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
14;LV;El atacante de la iglesia de Texas, un maltratador sin permiso de armas;http://www.lavanguardia.com/internacional/20171106/432681314098/devin-patrick-kelly-iglesia-texas-maltratador.html;;The attacker of the Texas church, an abuser without a gun permit;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 71, 0]
15;LV;Muere el joven herido muy grave en el incendio de General Mitre;http://www.lavanguardia.com/local/barcelona/20171106/432682070626/muere-herido-muy-grave-incendio-bloque-ronda-general-mitre.html;;The very injured young man dies in the fire of General Miter;0.1167;0.4;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 78, 78];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 71, 0]
16;LV;La crisis catalana puede restar 1,1 puntos al PIB español en 2018;http://www.lavanguardia.com/economia/20171106/432677833345/crisis-catalana-restar-pib-2018-bbva.html;;The Catalan crisis can subtract 1.1 points to the Spanish GDP in 2018;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
17;LV;Las multinacionales Apple, Uber y Nike, salpicadas por los ‘Paradise Papers’;http://www.lavanguardia.com/economia/20171106/432684968209/paradise-papers-apple-uber-nike.html;;The multinationals Apple, Uber and Nike, dotted by the 'Paradise Papers';0.0;0.0;[0, 0, 0];[2, 138, 69];[1, 79, 79];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 73, 0]
18;LV;La camiseta de España para el Mundial recuerda a la bandera republicana;http://www.lavanguardia.com/deportes/futbol/20171106/432675886450/camiseta-adidas-seleccion-espanola-mundial-de-rusia.html;;The Spain jersey for the World Cup remembers the Republican flag;0.0;0.0;[0, 0, 0];[0, 0, 0];[1, 70, 70];[0, 0, 0];[1, 62, 62];[1, 90, 90];[1, 83, 83];[0, 0, 0];[1, 62, 0]
19;LV;Catalunya, la CCAA que más aporta a la proyección exterior ‘blanda’ de España;http://www.lavanguardia.com/politica/20171106/432681068587/catalunya-contribuye-proyeccion-exterior-espana.html;;Catalunya, the CCAA that contributes the most to the 'soft' foreign projection of Spain;0.1583;0.325;[0, 0, 0];[0, 0, 0];[1, 64, 64];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 71, 0]
20;LV;Trias: “No es la primera vez que me acusan de algo que resulta ser falso”;http://www.lavanguardia.com/politica/20171106/432677890912/xavier-trias-paradise-papers-suiza.html;;"Trias: ""It's not the first time that they accuse me of something that turns out to be false""";-0.075;0.4667;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 65, 0];[1, 71, 0]
21;LV;La comisión sobre el modelo territorial se constituirá el 15-N;http://www.lavanguardia.com/politica/20171106/432680791635/comision-modelo-territorial-15-de-noviembre.html;;The commission on the territorial model will be constituted on 15-N;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
22;LV;El obispo de Solsona: “Será todo lo legal que queráis pero esto no es justo”;http://www.lavanguardia.com/politica/20171106/432676054583/obispo-solsona-xavier-novell-catalunya-injusto-carcel.html;;"The Bishop of Solsona: ""It will be as legal as you want but this is not fair""";-0.075;0.55;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[2, 156, 0]
23;LV;“Hay motivos para superar la tendencia del catalanismo político a la fragmentación”;http://www.lavanguardia.com/opinion/20171106/432667176133/catalunya-el-sueno-y-la-tragedia.html;;"""There are reasons to overcome the tendency of political Catalanism to fragmentation""";0.0;0.1;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 71, 0]
24;LV;Una mayoría cree que el proceso acabará sin avances tras las elecciones del 21-D;http://www.lavanguardia.com/politica/20171106/432667415886/encuesta-gad3-la-vanguardia-proceso-soberanista-catalan-no-avanzara-elecciones-catalunya.html;;A majority believes that the process will end without progress after the elections of 21-D;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 71, 0]
25;LV;Mugabe destituye al vicepresidente para despejar el camino al poder a su mujer;http://www.lavanguardia.com/internacional/20171106/432681571043/mugabe-vicepresidente-mujer-zimbaue.html;;Mugabe dismisses the vice president to clear the way to power his wife;0.1;0.3833;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
26;LV;Arabia Saudí acusa a Irán de estar detrás del ataque con misiles y aisla al Yemen;http://www.lavanguardia.com/internacional/20171106/432680876315/arabia-saudi-iran-ataque-misiles-yemen.html;;Saudi Arabia accuses Iran of being behind the missile attack and isolates Yemen;-0.4;0.7;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 71, 0]
27;LV;La UE se plantea una lista negra de refugios fiscales tras los ‘Paradise Papers’;http://www.lavanguardia.com/internacional/20171106/432679359656/ue-plantea-lista-negra-refugios-fiscales-paradise-papers.html;;The EU considers a blacklist of tax shelters after the 'Paradise Papers';0.0;0.0;[0, 0, 0];[2, 138, 69];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[2, 151, 0]
28;LV;Nombres prohibidos: las tradiciones que anulan a mujeres en el mundo;http://www.lavanguardia.com/internacional/20171106/432640005085/nombres-prohibidos-tradiciones-mujeres-machismo.html;;Prohibited names: the traditions that annul women in the world;0.0;0.0;[0, 0, 0];[1, 63, 63];[2, 127, 64];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
29;LV;Investigan una posible agresión sexual en ‘Gran Hermano’;http://www.lavanguardia.com/television/20171106/432678370594/gran-hermano-revolution-abusos-jose-maria-carlota-guardia-civil.html;;They investigate a possible sexual aggression in 'Big Brother';0.1667;0.6444;[0, 0, 0];[1, 68, 68];[1, 61, 61];[0, 0, 0];[1, 80, 80];[1, 78, 78];[1, 85, 85];[2, 144, 0];[0, 0, 0]
30;LV;La ciudad que estuvo ‘amenazada’ por la brujería durante más de 100 años;http://www.lavanguardia.com/cultura/20171106/432677563638/exeter-brujeria-bruja-southampton.html;;The city that was 'threatened' by witchcraft for more than 100 years;0.5;0.5;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 62, 0]
31;LV;El sándwich de paella (con chorizo) que levanta pasiones en Twitter;http://www.lavanguardia.com/comer/al-dia/20171106/432676159148/el-sandwich-de-paella-con-chorizo-que-levanta-pasiones-en-twitter.html;;The paella sandwich (with chorizo) that lifts passions on Twitter;0.0;0.0;[0, 0, 0];[0, 0, 0];[1, 74, 74];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
32;LV;Estos son los gestos que más cariño demuestran;http://www.lavanguardia.com/vivo/psicologia/20171106/432679138337/gestos-que-mas-carino.html;;These are the gestures that show the most affection;0.5;0.5;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
33;LV;Más de un millón de personas tienen la versión “impostora” de WhatsApp;http://www.lavanguardia.com/tecnologia/20171106/432658142517/whatsapp-android.html;;"More than a million people have the ""impostor"" version of WhatsApp";0.5;0.5;[0, 0, 0];[2, 142, 71];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 64, 64];[0, 0, 0];[0, 0, 0];[1, 71, 0]
34;LV;Britney Spears descuida un pezón en una de sus últimas actuaciones;http://www.lavanguardia.com/gente/20171106/432683392177/britney-spears-pezon-descuido-las-vegas.html;;Britney Spears neglects a nipple in one of her last performances;0.0;0.0667;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
35;LV;Esta es la cantidad de calorías que se quema durante el sexo;http://www.lavanguardia.com/vivo/sexo/20171106/432676505706/calorias-quemas-sexo.html;;This is the amount of calories that is burned during sex;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[3, 217, 0]
36;LV;Una aerolínea olvida dos cadáveres en el aeropuerto JFK de Nueva York;http://www.lavanguardia.com/ocio/viajes/20171106/432525817487/aerolinea-estatal-paquistani-olvida-dos-cadaveres-aeropuerto-americano.html;;An airline forgets two corpses at the JFK airport in New York;0.1364;0.4545;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
37;LV;Los 10 errores más habituales al emprender;https://www.observatorio-empresas.vodafone.es/articulos/errores-frecuentes-emprendedor/;;The 10 most common mistakes when undertaking;0.1;0.5;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
38;LV;Los mejores restaurantes de carretera de toda España... puntuados por los camioneros;http://www.lavanguardia.com/comer/sitios/20171106/432559642298/los-mejores-restaurantes-de-carretera-de-espana.html;;The best road restaurants in Spain ... rated by truck drivers;1.0;0.3;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
39;LV;Si los átomos están vacíos, ¿por qué los cuerpos son compactos?;http://www.lavanguardia.com/ciencia/fisica-espacio/20171106/432674854109/preguntas-big-vang-atomos-vacios-cuerpos-compactos.html;;If the atoms are empty, why are the bodies compact?;-0.1;0.5;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
40;LV;Primera nevada en el Pirineo;http://www.lavanguardia.com/local/pirineos/20171106/432678701951/primera-nevada-pirineo-catalunya.html;;First snowfall in the Pyrenees;0.25;0.3333;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
41;LV;El Goncourt premia una novela sobre el ascenso de Hitler al poder;http://www.lavanguardia.com/cultura/20171106/432677771496/goncourt-eric-vuillard-novela-ascenso-hitler.html;;The Goncourt awards a novel about the rise of Hitler to power;0.0;0.0;[0, 0, 0];[0, 0, 0];[1, 62, 62];[0, 0, 0];[0, 0, 0];[1, 100, 100];[0, 0, 0];[0, 0, 0];[2, 132, 0]
42;LV;Dos científicos renuncian a un premio por la posición del Rey sobre Catalunya;http://www.lavanguardia.com/vida/20171106/432679376818/cientificos-renuncian-premio-princesa-girona-rey-catalunya.html;;Two scientists give up a prize for the King's position on Catalonia;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 64, 64];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
43;LV;Nuestro mundo feliz;http://www.lavanguardia.com/opinion/20171106/432667258112/nuestro-mundo-feliz.html;;Our happy world;0.8;1.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
44;LV;El papel de Puigdemont;http://www.lavanguardia.com/opinion/20171106/432667527085/el-papel-de-puigdemont.html;;The role of Puigdemont;0.0;0.0;[0, 0, 0];[2, 149, 74];[1, 87, 87];[6, 478, 80];[5, 392, 78];[2, 149, 74];[2, 156, 78];[4, 305, 0];[6, 482, 0]
45;LV;Viaje a Bruselas;http://www.lavanguardia.com/opinion/20171106/432667250636/viaje-a-bruselas.html;;Trip to Brussels;0.0;0.0;[0, 0, 0];[1, 81, 81];[1, 67, 67];[1, 81, 81];[1, 81, 81];[0, 0, 0];[3, 189, 63];[0, 0, 0];[0, 0, 0]
46;LV;Carta a Nancy desde Catalunya;http://www.lavanguardia.com/opinion/20171106/432667517541/carta-a-nancy-desde-catalunya.html;;Letter to Nancy from Catalunya;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[1, 78, 78];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
47;LV;Asco y esperanza;http://www.lavanguardia.com/politica/20171106/432667200996/asco-y-esperanza.html;;Disgust and hope;0.0;0.0;[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0];[0, 0, 0]
